"atc";"atc_name";"ddd_factor";"units";"adm_route";"note";"ddd_mg_factor"
"C04AB01";"phentolamine";10.0000;"mg";"O";"N/A";10
"C04AB01";"phentolamine";10.0000;"mg";"P";"N/A";10
"C04AB02";"tolazoline";75.0000;"mg";"O";"N/A";75
"C04AC01";"nicotinic acid";0.2000;"g";"O";"N/A";200
"C04AC01";"nicotinic acid";0.2000;"g";"P";"N/A";200
"C04AC02";"nicotinyl alcohol (pyridylcarbinol)";0.3000;"g";"O";"N/A";300
"C04AC02";"nicotinyl alcohol (pyridylcarbinol)";0.3000;"g";"P";"N/A";300
"C04AC03";"inositol nicotinate";1.2000;"g";"O";"N/A";1200
"C04AD02";"xantinol nicotinate";0.9000;"g";"O";"N/A";900
"C04AD02";"xantinol nicotinate";0.9000;"g";"P";"N/A";900
"C04AD03";"pentoxifylline";1.0000;"g";"O";"N/A";1000
"C04AD03";"pentoxifylline";0.3000;"g";"P";"N/A";300
"C04AD04";"etofylline nicotinate";0.3000;"g";"O";"N/A";300
"C04AE01";"ergoloid mesylates";3.0000;"mg";"O";"N/A";3
"C04AE01";"ergoloid mesylates";3.0000;"mg";"P";"N/A";3
"C04AF01";"kallidinogenase";30.0000;"U";"O";"N/A";
"C04AF01";"kallidinogenase";30.0000;"U";"P";"N/A";
"C04AX01";"cyclandelate";0.6000;"g";"O";"N/A";600
"C04AX02";"phenoxybenzamine";30.0000;"mg";"O";"N/A";30
"C04AX20";"buflomedil";0.6000;"g";"O";"N/A";600
"C04AX21";"naftidrofuryl";0.6000;"g";"O";"N/A";600
"C04AX24";"visnadine";0.6000;"g";"O";"N/A";600
"C04AX30";"azapetine";0.1500;"g";"O";"N/A";150
"C07AA01";"alprenolol";0.4000;"g";"O";"N/A";400
"C07AA01";"alprenolol";0.4000;"g";"P";"N/A";400
"C07AA02";"oxprenolol";0.1600;"g";"O";"N/A";160
"C07AA02";"oxprenolol";0.1600;"g";"P";"N/A";160
"C07AA03";"pindolol";15.0000;"mg";"O";"N/A";15
"C07AA03";"pindolol";15.0000;"mg";"P";"N/A";15
"C07AA05";"propranolol";0.1600;"g";"O";"N/A";160
"C07AA05";"propranolol";0.1600;"g";"P";"N/A";160
"C07AA06";"timolol";20.0000;"mg";"O";"N/A";20
"C07AA06";"timolol";20.0000;"mg";"P";"N/A";20
"C07AA07";"sotalol";0.1600;"g";"O";"N/A";160
"C07AA07";"sotalol";0.1600;"g";"P";"N/A";160
"C07AA12";"nadolol";0.1600;"g";"O";"N/A";160
"C07AA14";"mepindolol";5.0000;"mg";"O";"N/A";5
"C07AA15";"carteolol";10.0000;"mg";"O";"N/A";10
"C07AA16";"tertatolol";5.0000;"mg";"O";"N/A";5
"C07AA23";"penbutolol";40.0000;"mg";"O";"N/A";40
"C07AB01";"practolol";0.3000;"g";"O";"N/A";300
"C07AB01";"practolol";20.0000;"mg";"P";"N/A";20
"C07AB02";"metoprolol";0.1500;"g";"O";"N/A";150
"C07AB02";"metoprolol";0.1500;"g";"P";"N/A";150
"C07AB03";"atenolol";75.0000;"mg";"O";"N/A";75
"C07AB03";"atenolol";75.0000;"mg";"P";"N/A";75
"C07AB04";"acebutolol";0.4000;"g";"O";"N/A";400
"C07AB04";"acebutolol";0.4000;"g";"P";"N/A";400
"C07AB05";"betaxolol";20.0000;"mg";"O";"N/A";20
"C07AB06";"bevantolol";0.3000;"g";"O";"N/A";300
"C07AB07";"bisoprolol";10.0000;"mg";"O";"N/A";10
"C07AB08";"celiprolol";0.2000;"g";"O";"N/A";200
"C07AB09";"esmolol";2.5000;"g";"P";"N/A";2500
"C07AB10";"epanolol";0.2000;"g";"O";"N/A";200
"C07AB11";"s-atenolol";50.0000;"mg";"O";"N/A";50
"C07AB12";"nebivolol";5.0000;"mg";"O";"N/A";5
"C07AB13";"talinolol";0.1000;"g";"O";"N/A";100
"C07AG01";"labetalol";0.6000;"g";"O";"N/A";600
"C07AG01";"labetalol";0.6000;"g";"P";"N/A";600
"C07AG02";"carvedilol";37.5000;"mg";"O";"N/A";37.5
"C08CA01";"amlodipine";5.0000;"mg";"O";"N/A";5
"C08CA02";"felodipine";5.0000;"mg";"O";"N/A";5
"C08CA03";"isradipine";5.0000;"mg";"O";"N/A";5
"C08CA03";"isradipine";5.0000;"mg";"P";"N/A";5
"C08CA04";"nicardipine";90.0000;"mg";"O";"N/A";90
"C08CA04";"nicardipine";90.0000;"mg";"P";"N/A";90
"C08CA05";"nifedipine";30.0000;"mg";"O";"N/A";30
"C08CA05";"nifedipine";30.0000;"mg";"P";"N/A";30
"C08CA06";"nimodipine";0.3000;"g";"O";"N/A";300
"C08CA06";"nimodipine";50.0000;"mg";"P";"N/A";50
"C08CA07";"nisoldipine";20.0000;"mg";"O";"N/A";20
"C08CA08";"nitrendipine";20.0000;"mg";"O";"N/A";20
"C08CA09";"lacidipine";4.0000;"mg";"O";"N/A";4
"C08CA10";"nilvadipine";8.0000;"mg";"O";"N/A";8
"C08CA11";"manidipine";10.0000;"mg";"O";"N/A";10
"C08CA12";"barnidipine";10.0000;"mg";"O";"N/A";10
"C08CA13";"lercanidipine";10.0000;"mg";"O";"N/A";10
"C08CA14";"cilnidipine";10.0000;"mg";"O";"N/A";10
"C08CX01";"mibefradil";75.0000;"mg";"O";"N/A";75
"C08DA01";"verapamil";0.2400;"g";"O";"N/A";240
"C08DA01";"verapamil";0.2400;"g";"P";"N/A";240
"C08DB01";"diltiazem";0.2400;"g";"O";"N/A";240
"C08EA02";"bepridil";0.3000;"g";"O";"N/A";300
"C08EX01";"lidoflazine";0.1800;"g";"O";"N/A";180
"C09AA01";"captopril";50.0000;"mg";"O";"N/A";50
"C09AA02";"enalapril";10.0000;"mg";"O";"N/A";10
"C09AA02";"enalapril";10.0000;"mg";"P";"N/A";10
"C09AA03";"lisinopril";10.0000;"mg";"O";"N/A";10
"C09AA04";"perindopril";4.0000;"mg";"O";"N/A";4
"C09AA05";"ramipril";2.5000;"mg";"O";"N/A";2.5
"C09AA06";"quinapril";15.0000;"mg";"O";"N/A";15
"C09AA06";"quinapril";15.0000;"mg";"P";"N/A";15
"C09AA07";"benazepril";7.5000;"mg";"O";"N/A";7.5
"C09AA08";"cilazapril";2.5000;"mg";"O";"N/A";2.5
"C09AA09";"fosinopril";15.0000;"mg";"O";"N/A";15
"C09AA10";"trandolapril";2.0000;"mg";"O";"N/A";2
"C09AA11";"spirapril";6.0000;"mg";"O";"N/A";6
"C09AA12";"delapril";30.0000;"mg";"O";"N/A";30
"C09AA13";"moexipril";15.0000;"mg";"O";"N/A";15
"C09AA14";"temocapril";10.0000;"mg";"O";"N/A";10
"C09AA15";"zofenopril";30.0000;"mg";"O";"N/A";30
"C09AA16";"imidapril";10.0000;"mg";"O";"N/A";10
"C09CA01";"losartan";50.0000;"mg";"O";"N/A";50
"C09CA02";"eprosartan";0.6000;"g";"O";"N/A";600
"C09CA03";"valsartan";80.0000;"mg";"O";"N/A";80
"C09CA04";"irbesartan";0.1500;"g";"O";"N/A";150
"C09CA06";"candesartan";8.0000;"mg";"O";"N/A";8
"C09CA07";"telmisartan";40.0000;"mg";"O";"N/A";40
"C09CA08";"olmesartan medoxomil";20.0000;"mg";"O";"N/A";20
"C09CA09";"azilsartan medoxomil";40.0000;"mg";"O";"N/A";40
"C09XA02";"aliskiren";0.1500;"g";"O";"N/A";150
"C10AA01";"simvastatin";30.0000;"mg";"O";"N/A";30
"C10AA02";"lovastatin";45.0000;"mg";"O";"N/A";45
"C10AA03";"pravastatin";30.0000;"mg";"O";"N/A";30
"C10AA04";"fluvastatin";60.0000;"mg";"O";"N/A";60
"C10AA05";"atorvastatin";20.0000;"mg";"O";"N/A";20
"C10AA06";"cerivastatin";0.2000;"mg";"O";"N/A";0.2
"C10AA07";"rosuvastatin";10.0000;"mg";"O";"N/A";10
"C10AA08";"pitavastatin";2.0000;"mg";"O";"N/A";2
"C10AB01";"clofibrate";2.0000;"g";"O";"N/A";2000
"C10AB02";"bezafibrate";0.6000;"g";"O";"N/A";600
"C10AB04";"gemfibrozil";1.2000;"g";"O";"N/A";1200
"C10AB08";"ciprofibrate";0.1000;"g";"O";"N/A";100
"C10AC01";"colestyramine";14.0000;"g";"O";"N/A";14000
"C10AC02";"colestipol";20.0000;"g";"O";"N/A";20000
"C10AC04";"colesevelam";3.7500;"g";"O";"N/A";3750
"C10AD01";"niceritrol";1.5000;"g";"O";"N/A";1500
"C10AD02";"nicotinic acid";2.0000;"g";"O";"N/A";2000
"C10AD05";"nicotinyl alcohol (pyridylcarbinol)";0.9000;"g";"O";"N/A";900
"C10AD06";"acipimox";0.5000;"g";"O";"N/A";500
"C10AX01";"dextrothyroxine";4.0000;"mg";"O";"N/A";4
"C10AX09";"ezetimibe";10.0000;"mg";"O";"N/A";10
"C10AX12";"lomitapide";40.0000;"mg";"O";"N/A";40
"C10AX13";"evolocumab";10.0000;"mg";"P";"N/A";10
"C10AX14";"alirocumab";5.4000;"mg";"P";"N/A";5.4
"D01BA01";"griseofulvin";0.5000;"g";"O";"N/A";500
"D01BA02";"terbinafine";0.2500;"g";"O";"N/A";250
"D02BB01";"betacarotene";0.1000;"g";"O";"N/A";100
"D05BA01";"trioxysalen";10.0000;"mg";"O";"N/A";10
"D05BA02";"methoxsalen";10.0000;"mg";"O";"N/A";10
"D05BB01";"etretinate";35.0000;"mg";"O";"N/A";35
"D05BB02";"acitretin";35.0000;"mg";"O";"N/A";35
"D10BA01";"isotretinoin";30.0000;"mg";"O";"N/A";30
"D11AH04";"alitretinoin";20.0000;"mg";"O";"N/A";20
"D11AX02";"gamolenic acid";0.4000;"g";"O";"N/A";400
"D11AX10";"finasteride";1.0000;"mg";"O";"N/A";1
"G01AA01";"nystatin";0.1000;"MU";"V";"N/A";
"G01AA02";"natamycin";25.0000;"mg";"V";"N/A";25
"G01AA03";"amphotericin B";0.2000;"g";"V";"N/A";200
"G01AA04";"candicidin";6.0000;"mg";"V";"N/A";6
"G01AA10";"clindamycin";0.1000;"g";"V";"N/A";100
"G01AB01";"acetarsol";0.5000;"g";"V";"N/A";500
"G01AC01";"diiodohydroxyquinoline";0.2000;"g";"V";"N/A";200
"G01AC03";"chlorquinaldol";0.2000;"g";"V";"N/A";200
"G01AC05";"dequalinium";20.0000;"mg";"V";"N/A";20
"G01AC06";"broxyquinoline";0.1000;"g";"V";"N/A";100
"G01AD03";"ascorbic acid";0.2500;"g";"V";"N/A";250
"G01AF01";"metronidazole";0.5000;"g";"V";"N/A";500
"G01AF02";"clotrimazole";0.1000;"g";"V";"N/A";100
"G01AF04";"miconazole";0.1000;"g";"V";"N/A";100
"G01AF05";"econazole";0.1000;"g";"V";"N/A";100
"G01AF07";"isoconazole";0.6000;"g";"V";"N/A";600
"G01AF11";"ketoconazole";0.4000;"g";"V";"N/A";400
"G01AF12";"fenticonazole";0.1000;"g";"V";"N/A";100
"G01AF15";"butoconazole";0.1000;"g";"V";"N/A";100
"G01AG02";"terconazole";80.0000;"mg";"V";"N/A";80
"G01AX01";"clodantoin";0.1000;"g";"V";"N/A";100
"G01AX03";"policresulen";90.0000;"mg";"V";"N/A";90
"G01AX05";"nifuratel";0.6000;"g";"O";"N/A";600
"G01AX05";"nifuratel";0.6000;"g";"V";"N/A";600
"G01AX11";"povidone-iodine";0.2000;"g";"V";"N/A";200
"G02AB01";"methylergometrine";0.2000;"mg";"O";"N/A";0.2
"G02AB01";"methylergometrine";0.2000;"mg";"P";"N/A";0.2
"G02AB03";"ergometrine";0.2000;"mg";"O";"N/A";0.2
"G02AB03";"ergometrine";0.2000;"mg";"P";"N/A";0.2
"G02AD01";"dinoprost";25.0000;"mg";"P";"N/A";25
"G02AD02";"dinoprostone";0.5000;"mg";"O";"N/A";0.5
"G02AD02";"dinoprostone";0.5000;"mg";"V";"N/A";0.5
"G02AD05";"sulprostone";0.5000;"mg";"P";"N/A";0.5
"G02CA01";"ritodrine";40.0000;"mg";"O";"N/A";40
"G02CA01";"ritodrine";40.0000;"mg";"P";"N/A";40
"G02CA02";"buphenine";30.0000;"mg";"P";"N/A";30
"G02CB01";"bromocriptine";5.0000;"mg";"O";"N/A";5
"G02CB01";"bromocriptine";5.0000;"mg";"P";"N/A";5
"G02CB02";"lisuride";0.6000;"mg";"O";"N/A";0.6
"G02CB03";"cabergoline";0.5000;"mg";"O";"N/A";0.5
"G02CB04";"quinagolide";75.0000;"mcg";"O";"N/A";0.075
"G02CX01";"atosiban";165.0000;"mg";"P";"N/A";165
"G03AC01";"norethisterone";2.5000;"mg";"P";"N/A";2.5
"G03AC06";"medroxyprogesterone";1.6700;"mg";"P";"N/A";1.67
"G03AC08";"etonogestrel";68.0000;"mcg";"s.c. implant";"N/A";0.068
"G03AD01";"levonorgestrel";1.5000;"mg";"O";"N/A";1.5
"G03AD02";"ulipristal";30.0000;"mg";"O";"N/A";30
"G03BA01";"fluoxymesterone";5.0000;"mg";"O";"N/A";5
"G03BA02";"methyltestosterone";25.0000;"mg";"O";"N/A";25
"G03BA03";"testosterone";0.1200;"g";"O";"N/A";120
"G03BA03";"testosterone";18.0000;"mg";"P";"N/A";18
"G03BA03";"testosterone";0.1200;"g";"R";"N/A";120
"G03BA03";"testosterone";60.0000;"mg";"SL";"N/A";60
"G03BA03";"testosterone";3.0000;"mg";"TD";"N/A";3
"G03BB01";"mesterolone";50.0000;"mg";"O";"N/A";50
"G03CA01";"ethinylestradiol";25.0000;"mcg";"O";"N/A";0.025
"G03CA03";"estradiol";0.3000;"mg";"N";"N/A";0.3
"G03CA03";"estradiol";2.0000;"mg";"O";"N/A";2
"G03CA03";"estradiol";5.0000;"mg";"R";"N/A";5
"G03CA03";"estradiol";25.0000;"mcg";"V";"N/A";0.025
"G03CA04";"estriol";2.0000;"mg";"O";"N/A";2
"G03CA04";"estriol";2.0000;"mg";"P";"N/A";2
"G03CA04";"estriol";0.2000;"mg";"V";"N/A";0.2
"G03CA06";"chlorotrianisene";24.0000;"mg";"O";"N/A";24
"G03CA07";"estrone";1.0000;"mg";"O";"N/A";1
"G03CA57";"conjugated estrogens";0.6250;"mg";"O";"N/A";0.625
"G03CA57";"conjugated estrogens";0.6250;"mg";"V";"N/A";0.625
"G03CB01";"dienestrol";2.5000;"mg";"O";"N/A";2.5
"G03CB01";"dienestrol";0.2000;"mg";"V";"N/A";0.2
"G03CB02";"diethylstilbestrol";0.2000;"mg";"O";"N/A";0.2
"G03CB02";"diethylstilbestrol";1.0000;"mg";"V";"N/A";1
"G03CB03";"methallenestril";9.0000;"mg";"O";"N/A";9
"G03CX01";"tibolone";2.5000;"mg";"O";"N/A";2.5
"G03DA01";"gestonorone";30.0000;"mg";"P";"N/A";30
"G03DA02";"medroxyprogesterone";5.0000;"mg";"O";"N/A";5
"G03DA02";"medroxyprogesterone";7.0000;"mg";"P";"N/A";7
"G03DA03";"hydroxyprogesterone";10.0000;"mg";"P";"N/A";10
"G03DA04";"progesterone";0.3000;"g";"O";"N/A";300
"G03DA04";"progesterone";5.0000;"mg";"P";"N/A";5
"G03DA04";"progesterone";0.2000;"g";"R";"N/A";200
"G03DA04";"progesterone";90.0000;"mg";"V";"N/A";90
"G03DB01";"dydrogesterone";10.0000;"mg";"O";"N/A";10
"G03DB02";"megestrol";5.0000;"mg";"O";"N/A";5
"G03DB08";"dienogest";2.0000;"mg";"O";"N/A";2
"G03DC01";"allylestrenol";10.0000;"mg";"O";"N/A";10
"G03DC02";"norethisterone";5.0000;"mg";"O";"N/A";5
"G03DC03";"lynestrenol";5.0000;"mg";"O";"N/A";5
"G03DC04";"ethisterone";5.0000;"mg";"O";"N/A";5
"G03DC31";"methylestrenolone";5.0000;"mg";"O";"N/A";5
"G03GA01";"chorionic gonadotrophin";250.0000;"U";"P";"N/A";
"G03GA02";"human menopausal gonadotrophin";75.0000;"U";"P";"N/A";
"G03GA03";"serum gonadotrophin";750.0000;"U";"P";"N/A";
"G03GA04";"urofollitropin";75.0000;"U";"P";"N/A";
"G03GA05";"follitropin alfa";75.0000;"U";"P";"N/A";
"G03GA06";"follitropin beta";75.0000;"U";"P";"N/A";
"G03GA07";"lutropin alfa";75.0000;"U";"P";"N/A";
"G03GA08";"choriogonadotropin alfa";0.2500;"mg";"P";"N/A";0.25
"G03GA09";"corifollitropin alfa";0.1500;"mg";"P";"N/A";0.15
"G03GB01";"cyclofenil";0.1400;"g";"O";"N/A";140
"G03GB02";"clomifene";9.0000;"mg";"O";"N/A";9
"G03GB03";"epimestrol";10.0000;"mg";"O";"N/A";10
"G03HA01";"cyproterone";0.1000;"g";"O";"N/A";100
"G03HA01";"cyproterone";0.1000;"g";"P";"N/A";100
"G03XA01";"danazol";0.6000;"g";"O";"N/A";600
"G03XA02";"gestrinone";0.7000;"mg";"O";"N/A";0.7
"G03XB01";"mifepristone";0.2000;"g";"O";"N/A";200
"G03XB02";"ulipristal";5.0000;"mg";"O";"N/A";5
"G03XC01";"raloxifene";60.0000;"mg";"O";"N/A";60
"G03XC02";"bazedoxifene";20.0000;"mg";"O";"N/A";20
"G03XC03";"lasofoxifene";0.5000;"mg";"O";"N/A";0.5
"G04BA01";"ammonium chloride";8.5000;"g";"O";"N/A";8500
"G04BD01";"emepronium";0.5000;"g";"O";"N/A";500
"G04BD01";"emepronium";75.0000;"mg";"P";"N/A";75
"G04BD02";"flavoxate";0.8000;"g";"O";"N/A";800
"G04BD03";"meladrazine";0.4500;"g";"O";"N/A";450
"G04BD04";"oxybutynin";15.0000;"mg";"O";"N/A";15
"G04BD04";"oxybutynin";3.9000;"mg";"TD";"N/A";3.9
"G04BD05";"terodiline";50.0000;"mg";"O";"N/A";50
"G04BD06";"propiverine";30.0000;"mg";"O";"N/A";30
"G04BD07";"tolterodine";4.0000;"mg";"O";"N/A";4
"G04BD08";"solifenacin";5.0000;"mg";"O";"N/A";5
"G04BD09";"trospium";40.0000;"mg";"O";"N/A";40
"G04BD10";"darifenacin";7.5000;"mg";"O";"N/A";7.5
"G04BD11";"fesoterodine";4.0000;"mg";"O";"N/A";4
"G04BD12";"mirabegron";50.0000;"mg";"O";"N/A";50
"G04BE01";"alprostadil";20.0000;"mcg";"P";"N/A";0.02
"G04BE01";"alprostadil";0.2500;"mg";"urethral";"N/A";0.25
"G04BE03";"sildenafil";50.0000;"mg";"O";"N/A";50
"G04BE04";"yohimbine";15.0000;"mg";"O";"N/A";15
"G04BE07";"apomorphine";2.0000;"mg";"SL";"N/A";2
"G04BE08";"tadalafil";10.0000;"mg";"O";"N/A";10
"G04BE09";"vardenafil";10.0000;"mg";"O";"N/A";10
"G04BE10";"avanafil";0.1000;"g";"O";"N/A";100
"G04BX01";"magnesium hydroxide";0.5000;"g";"O";"N/A";500
"G04BX03";"acetohydroxamic acid";0.7500;"g";"O";"N/A";750
"G04BX06";"phenazopyridine";0.6000;"g";"O";"N/A";600
"G04BX12";"phenyl salicylate";2.0000;"g";"O";"N/A";2000
"G04BX14";"dapoxetine";30.0000;"mg";"O";"N/A";30
"G04BX16";"tiopronin";0.8000;"g";"O";"N/A";800
"G04CA01";"alfuzosin";7.5000;"mg";"O";"N/A";7.5
"G04CA02";"tamsulosin";0.4000;"mg";"O";"N/A";0.4
"G04CA03";"terazosin";5.0000;"mg";"O";"N/A";5
"G04CA04";"silodosin";8.0000;"mg";"O";"N/A";8
"G04CB01";"finasteride";5.0000;"mg";"O";"N/A";5
"G04CB02";"dutasteride";0.5000;"mg";"O";"N/A";0.5
"H01AA01";"corticotropin";25.0000;"U";"P";"N/A";
"H01AA02";"tetracosactide";0.2500;"mg";"P";"N/A";0.25
"H01AB01";"thyrotropin alfa";0.9000;"mg";"P";"N/A";0.9
"H01AC01";"somatropin";2.0000;"U";"P";"N/A";
"H01AC03";"mecasermin";2.0000;"mg";"P";"N/A";2
"H01AX01";"pegvisomant";10.0000;"mg";"P";"N/A";10
"H01BA01";"vasopressin";4.0000;"U";"P";"N/A";
"H01BA02";"desmopressin";25.0000;"mcg";"N";"N/A";0.025
"H01BA02";"desmopressin";0.4000;"mg";"O";"N/A";0.4
"H01BA02";"desmopressin";4.0000;"mcg";"P";"N/A";0.004
"H01BA03";"lypressin";20.0000;"U";"N";"N/A";
"H01BA03";"lypressin";20.0000;"U";"P";"N/A";
"H01BA04";"terlipressin";12.0000;"mg";"P";"N/A";12
"H01BA05";"ornipressin";5.0000;"U";"P";"N/A";
"H01BB01";"demoxytocin";100.0000;"U";"O";"N/A";
"H01BB02";"oxytocin";15.0000;"U";"N";"N/A";
"H01BB02";"oxytocin";200.0000;"U";"O";"N/A";
"H01BB02";"oxytocin";15.0000;"U";"P";"N/A";
"H01BB03";"carbetocin";0.1000;"mg";"P";"N/A";0.1
"H01CA02";"nafarelin";0.4000;"mg";"N";"N/A";0.4
"H01CB01";"somatostatin";6.0000;"mg";"P";"N/A";6
"H01CB02";"octreotide";0.7000;"mg";"P";"N/A";0.7
"H01CB03";"lanreotide";3.0000;"mg";"P";"N/A";3
"H01CB05";"pasireotide";1.2000;"mg";"P";"N/A";1.2
"H01CC01";"ganirelix";0.2500;"mg";"P";"N/A";0.25
"H01CC02";"cetrorelix";0.2500;"mg";"P";"N/A";0.25
"H02AA02";"fludrocortisone";0.1000;"mg";"O";"N/A";0.1
"H02AA03";"desoxycortone";5.0000;"mg";"O";"N/A";5
"H02AA03";"desoxycortone";5.0000;"mg";"P";"N/A";5
"H02AB01";"betamethasone";1.5000;"mg";"O";"N/A";1.5
"H02AB01";"betamethasone";1.5000;"mg";"P";"N/A";1.5
"H02AB02";"dexamethasone";1.5000;"mg";"O";"N/A";1.5
"H02AB02";"dexamethasone";1.5000;"mg";"P";"N/A";1.5
"H02AB03";"fluocortolone";10.0000;"mg";"O";"N/A";10
"H02AB04";"methylprednisolone";7.5000;"mg";"O";"N/A";7.5
"H02AB04";"methylprednisolone";20.0000;"mg";"P";"N/A";20
"H02AB05";"paramethasone";4.0000;"mg";"O";"N/A";4
"H02AB05";"paramethasone";4.0000;"mg";"P";"N/A";4
"H02AB06";"prednisolone";10.0000;"mg";"O";"N/A";10
"H02AB06";"prednisolone";10.0000;"mg";"P";"N/A";10
"H02AB07";"prednisone";10.0000;"mg";"O";"N/A";10
"H02AB08";"triamcinolone";7.5000;"mg";"O";"N/A";7.5
"H02AB08";"triamcinolone";7.5000;"mg";"P";"N/A";7.5
"H02AB09";"hydrocortisone";30.0000;"mg";"O";"N/A";30
"H02AB09";"hydrocortisone";30.0000;"mg";"P";"N/A";30
"H02AB10";"cortisone";37.5000;"mg";"O";"N/A";37.5
"H02AB10";"cortisone";37.5000;"mg";"P";"N/A";37.5
"H02AB11";"prednylidene";12.0000;"mg";"O";"N/A";12
"H02AB13";"deflazacort";15.0000;"mg";"O";"N/A";15
"H02CA01";"trilostane";0.3600;"g";"O";"N/A";360
"H03AA01";"levothyroxine sodium";0.1500;"mg";"O";"N/A";0.15
"H03AA01";"levothyroxine sodium";0.1500;"mg";"P";"N/A";0.15
"H03AA02";"liothyronine sodium";60.0000;"mcg";"O";"N/A";0.06
"H03AA02";"liothyronine sodium";60.0000;"mcg";"P";"N/A";0.06
"H03BA01";"methylthiouracil";0.1000;"g";"O";"N/A";100
"H03BA02";"propylthiouracil";0.1000;"g";"O";"N/A";100
"H03BB01";"carbimazole";15.0000;"mg";"O";"N/A";15
"H03BB02";"thiamazole";10.0000;"mg";"O";"N/A";10
"ZZZZZ00";"Unknown / mistake";0.3300;"mg";"O";"N/A";0.33
"ZZZZZ00";"Unknown / mistake";0.3300;"mg";"P";"N/A";0.33
"H04AA01";"glucagon";1.0000;"mg";"P";"N/A";1
"H05AA02";"teriparatide";20.0000;"mcg";"P";"N/A";0.02
"H05AA03";"parathyroid hormone";0.1000;"mg";"P";"N/A";0.1
"H05BA01";"calcitonin (salmon synthetic)";200.0000;"U";"N";"N/A";
"H05BA01";"calcitonin (salmon synthetic)";100.0000;"U";"P";"N/A";
"H05BA02";"calcitonin (pork natural)";100.0000;"U";"P";"N/A";
"H05BA03";"calcitonin (human synthetic)";100.0000;"U";"P";"N/A";
"H05BX01";"cinacalcet";60.0000;"mg";"O";"N/A";60
"H05BX02";"paricalcitol";2.0000;"mcg";"O";"N/A";0.002
"H05BX02";"paricalcitol";2.0000;"mcg";"P";"N/A";0.002
"J01AA01";"demeclocycline";0.6000;"g";"O";"N/A";600
"J01AA02";"doxycycline";0.1000;"g";"O";"N/A";100
"J01AA02";"doxycycline";0.1000;"g";"P";"N/A";100
"J01AA03";"chlortetracycline";1.0000;"g";"O";"N/A";1000
"J01AA04";"lymecycline";0.6000;"g";"O";"N/A";600
"J01AA04";"lymecycline";0.6000;"g";"P";"N/A";600
"J01AA05";"metacycline";0.6000;"g";"O";"N/A";600
"J01AA06";"oxytetracycline";1.0000;"g";"O";"N/A";1000
"J01AA06";"oxytetracycline";1.0000;"g";"P";"N/A";1000
"J01AA07";"tetracycline";1.0000;"g";"O";"N/A";1000
"J01AA07";"tetracycline";1.0000;"g";"P";"N/A";1000
"J01AA08";"minocycline";0.2000;"g";"O";"N/A";200
"J01AA08";"minocycline";0.2000;"g";"P";"N/A";200
"J01AA09";"rolitetracycline";0.3500;"g";"P";"N/A";350
"J01AA11";"clomocycline";1.0000;"g";"O";"N/A";1000
"J01AA12";"tigecycline";0.1000;"g";"P";"N/A";100
"J01BA01";"chloramphenicol";3.0000;"g";"O";"N/A";3000
"J01BA01";"chloramphenicol";3.0000;"g";"P";"N/A";3000
"J01BA02";"thiamphenicol";1.5000;"g";"O";"N/A";1500
"J01BA02";"thiamphenicol";1.5000;"g";"P";"N/A";1500
"J01CA01";"ampicillin";2.0000;"g";"O";"N/A";2000
"J01CA01";"ampicillin";2.0000;"g";"P";"N/A";2000
"J01CA01";"ampicillin";2.0000;"g";"R";"N/A";2000
"J01CA02";"pivampicillin";1.0500;"g";"O";"N/A";1050
"J01CA03";"carbenicillin";12.0000;"g";"P";"N/A";12000
"J01CA04";"amoxicillin";1.0000;"g";"O";"N/A";1000
"J01CA04";"amoxicillin";1.0000;"g";"P";"N/A";1000
"J01CA05";"carindacillin";4.0000;"g";"O";"N/A";4000
"J01CA06";"bacampicillin";1.2000;"g";"O";"N/A";1200
"J01CA07";"epicillin";2.0000;"g";"O";"N/A";2000
"J01CA08";"pivmecillinam";0.6000;"g";"O";"N/A";600
"J01CA09";"azlocillin";12.0000;"g";"P";"N/A";12000
"J01CA10";"mezlocillin";6.0000;"g";"P";"N/A";6000
"J01CA11";"mecillinam";1.2000;"g";"P";"N/A";1200
"J01CA12";"piperacillin";14.0000;"g";"P";"N/A";14000
"J01CA13";"ticarcillin";15.0000;"g";"P";"N/A";15000
"J01CA14";"metampicillin";1.5000;"g";"O";"N/A";1500
"J01CA14";"metampicillin";1.5000;"g";"P";"N/A";1500
"J01CA15";"talampicillin";2.0000;"g";"O";"N/A";2000
"J01CA16";"sulbenicillin";15.0000;"g";"P";"N/A";15000
"J01CA17";"temocillin";2.0000;"g";"P";"N/A";2000
"J01CA18";"hetacillin";2.0000;"g";"O";"N/A";2000
"J01CA19";"aspoxicillin";4.0000;"g";"P";"N/A";4000
"J01CE01";"benzylpenicillin";3.6000;"g";"P";"N/A";3600
"J01CE02";"phenoxymethylpenicillin";2.0000;"g";"O";"N/A";2000
"J01CE03";"propicillin";0.9000;"g";"O";"N/A";900
"J01CE04";"azidocillin";1.5000;"g";"O";"N/A";1500
"J01CE05";"pheneticillin";1.0000;"g";"O";"N/A";1000
"J01CE06";"penamecillin";1.0500;"g";"O";"N/A";1050
"J01CE07";"clometocillin";1.0000;"g";"O";"N/A";1000
"J01CE08";"benzathine benzylpenicillin";3.6000;"g";"P";"N/A";3600
"J01CE09";"procaine benzylpenicillin";0.6000;"g";"P";"N/A";600
