"","pbs_code","bnf_drug_name","pbs_drug_name","atc_meaning","atc_code","match_type"
"6583",NA,NA,NA,"COMBINATIONS OF TETRACYCLINES","J01AA20","dm_I"
"6584",NA,NA,NA,"AMINOGLYCOSIDE ANTIBACTERIALS","J01G","dm_I"
"6585",NA,NA,NA,"ANTIARRHYTHMICS, CLASS IC","C01BC","dm_I"
"6586",NA,NA,NA,"TREOSULFAN","L01AB02","dm_I"
"6587",NA,NA,NA,"TALIGLUCERASE ALFA","A16AB11","dm_I"
"6588",NA,NA,NA,"ANTHELMINTICS","P02","dm_I"
"6589",NA,NA,NA,"BETA BLOCKING AGENTS, SELECTIVE","C07AB","dm_I"
"6590",NA,NA,NA,"SACCHARATED IRON OXIDE","B03AC02","dm_I"
"6591",NA,NA,NA,"STREPTOGRAMINS","J01FG","dm_I"
"6592",NA,NA,NA,"TIADENOL","C10AX03","dm_I"
"6593",NA,NA,NA,"PRUCALOPRIDE","A03AE04","dm_I"
"6594",NA,NA,NA,"CHLORZOXAZONE, COMBINATIONS EXCL. PSYCHOLEPTICS","M03BB53","dm_I"
"6595",NA,NA,NA,"CEFTAZIDIME, COMBINATIONS","J01DD52","dm_I"
"6596",NA,NA,NA,"SERMORELIN","V04CD03","dm_I"
"6597",NA,NA,NA,"AMBENONIUM","N07AA30","dm_I"
"6598",NA,NA,NA,"ANTIPSORIATICS FOR SYSTEMIC USE","D05B","dm_I"
"6599",NA,NA,NA,"PAPAVERINE, COMBINATIONS","A03AD51","dm_I"
"6600",NA,NA,NA,"BEVANTOLOL","C07AB06","dm_I"
"6601",NA,NA,NA,"METAHEXAMIDE","A10BB10","dm_I"
"6602",NA,NA,NA,"NEOMYCIN","S03AA01","dm_I"
"6603",NA,NA,NA,"FLUTICASONE FUROATE","R03BA09","dm_I"
"6604",NA,NA,NA,"FLUOCINOLONE ACETONIDE","S01BA15","dm_I"
"6605",NA,NA,NA,"IODINE (<^>131<D>I) HUMAN ALBUMIN","V09XA03","dm_I"
"6606",NA,NA,NA,"ALLERGENS","V01A","dm_I"
"6607",NA,NA,NA,"ANTIFLATULENTS","A02DA","dm_I"
"6608",NA,NA,NA,"SENEGA","R05CA06","dm_I"
"6609",NA,NA,NA,"PHENAZONE","S02DA03","dm_I"
"6610",NA,NA,NA,"ACETYLCYSTEINE","V03AB23","dm_I"
"6611",NA,NA,NA,"IPRAZOCHROME","N02CX03","dm_I"
"6612",NA,NA,NA,"PICOTAMIDE","B01AC03","dm_I"
"6613",NA,NA,NA,"VALSARTAN AND ALISKIREN","C09DX02","dm_I"
"6614",NA,NA,NA,"ARTICAINE, COMBINATIONS","N01BB58","dm_I"
"6615",NA,NA,NA,"OTHER CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS","V09AX","dm_I"
"6616",NA,NA,NA,"DACARBAZINE","L01AX04","dm_I"
"6617",NA,NA,NA,"SULFANILAMIDE","D06BA05","dm_I"
"6618",NA,NA,NA,"SODIUM PICOSULFATE","A06AB08","dm_I"
"6619",NA,NA,NA,"CAPREOMYCIN","J04AB30","dm_I"
"6620",NA,NA,NA,"CINEPAZET","C01DX14","dm_I"
"6621",NA,NA,NA,"CARBOQUONE","L01AC03","dm_I"
"6622",NA,NA,NA,"ANDROSTAN DERIVATIVES","A14AA","dm_I"
"6623",NA,NA,NA,"HYALURONIC ACID","D03AX05","dm_I"
"6624",NA,NA,NA,"PHENOTHIAZINES WITH PIPERIDINE STRUCTURE","N05AC","dm_I"
"6625",NA,NA,NA,"TRETOQUINOL","R03CC09","dm_I"
"6626",NA,NA,NA,"ESTRADIOL, COMBINATIONS","G03CA53","dm_I"
"6627",NA,NA,NA,"ADEMETIONINE","A16AA02","dm_I"
"6628",NA,NA,NA,"CREATINOLFOSFATE","C01EB05","dm_I"
"6629",NA,NA,NA,"VARIOUS DIAGNOSTIC RADIOPHARMACEUTICALS","V09XX","dm_I"
"6630",NA,NA,NA,"MONOAMINE OXIDASE INHIBITORS, NON-SELECTIVE","N06AF","dm_I"
"6631",NA,NA,NA,"MENINGOCOCCUS B, MULTICOMPONENT VACCINE","J07AH09","dm_I"
"6632",NA,NA,NA,"PHENAZONE, COMBINATIONS EXCL. PSYCHOLEPTICS","N02BB51","dm_I"
"6633",NA,NA,NA,"ADENOSINE","C01EB10","dm_I"
"6634",NA,NA,NA,"METHYLDOPA (RACEMIC)","C02AB02","dm_I"
"6635",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) VOTUMUMAB","V09IA04","dm_I"
"6636",NA,NA,NA,"OXAPROZIN","M01AE12","dm_I"
"6637",NA,NA,NA,"COXIBS","M01AH","dm_I"
"6638",NA,NA,NA,"ADRENALONE","A01AD06","dm_I"
"6639",NA,NA,NA,"BUTOCONAZOLE","G01AF15","dm_I"
"6640",NA,NA,NA,"MAZATICOL","N04AA10","dm_I"
"6641",NA,NA,NA,"TRAMAZOLINE","R01AA09","dm_I"
"6642",NA,NA,NA,"CYAMEMAZINE","N05AA06","dm_I"
"6643",NA,NA,NA,"DIMETHYLTUBOCURARINE","M03AA04","dm_I"
"6644",NA,NA,NA,"LOVASTATIN","B04AB02","dm_I"
"6645",NA,NA,NA,"BUCETIN, COMBINATIONS WITH PSYCHOLEPTICS","N02BE74","dm_I"
"6646",NA,NA,NA,"PIPECURONIUM BROMIDE","M03AC06","dm_I"
"6647",NA,NA,NA,"XIBORNOL","J01XX02","dm_I"
"6648",NA,NA,NA,"CALCIUM SILICATE","A02AC02","dm_I"
"6649",NA,NA,NA,"MEASLES, COMBINATIONS WITH MUMPS AND RUBELLA, LIVE ATTENUATED","J07BD52","dm_I"
"6650",NA,NA,NA,"OXYPHENCYCLIMINE AND PSYCHOLEPTICS","A03CA03","dm_I"
"6651",NA,NA,NA,"ALOXIPRIN","N02BA02","dm_I"
"6652",NA,NA,NA,"BENAZEPRIL AND DIURETICS","C02LM07","dm_I"
"6653",NA,NA,NA,"RAUWOLFIA ALKALOIDS, WHOLE ROOT AND DIURETICS","C02LA08","dm_I"
"6654",NA,NA,NA,"PREDNISOLONE AND ANTIINFECTIVES","S03CA02","dm_I"
"6655",NA,NA,NA,"DIETHYLSTILBESTROL","G03CC05","dm_I"
"6656",NA,NA,NA,"YTTRIUM (<^>90<D>Y) CITRATE COLLOID","V10AA01","dm_I"
"6657",NA,NA,NA,"INDOPROFEN","M01AE10","dm_I"
"6658",NA,NA,NA,"CALCIUM CHANNEL BLOCKERS AND DIURETICS","C08G","dm_I"
"6659",NA,NA,NA,"FORMOTEROL AND BECLOMETASONE","R03AK08","dm_I"
"6660",NA,NA,NA,"BETA BLOCKING AGENTS, NON-SELECTIVE, AND VASODILATORS","C07EA","dm_I"
"6661",NA,NA,NA,"FENQUIZONE","C03BA13","dm_I"
"6662",NA,NA,NA,"EPHEDRINE","R01AB05","dm_I"
"6663",NA,NA,NA,"ANTIMALARIALS","P01B","dm_I"
"6664",NA,NA,NA,"BENZYDAMINE","M01AX07","dm_I"
"6665",NA,NA,NA,"AVANAFIL","G04BE10","dm_I"
"6666",NA,NA,NA,"TIBOLONE","G03DC05","dm_I"
"6667",NA,NA,NA,"NITROUS OXIDE","N01AX13","dm_I"
"6668",NA,NA,NA,"TOLPROPAMINE","D04AA12","dm_I"
"6669",NA,NA,NA,"NOMIFENSINE","N06AX04","dm_I"
"6670",NA,NA,NA,"PHENYLEPHRINE","R01BA03","dm_I"
"6671",NA,NA,NA,"TRAZODONE","N06AD02","dm_I"
"6672",NA,NA,NA,"INTERMEDIATE-ACTING SULFONAMIDES","J01EC","dm_I"
"6673",NA,NA,NA,"CONTACT LAXATIVES IN COMBINATION WITH BELLADONNA ALKALOIDS","A06AB30","dm_I"
"6674",NA,NA,NA,"POLICOSANOL","C10AX08","dm_I"
"6675",NA,NA,NA,"AZELASTINE","S01GX07","dm_I"
"6676",NA,NA,NA,"RIBOSTAMYCIN","J01KD11","dm_I"
"6677",NA,NA,NA,"IMMUNOSUPPRESSIVE DRUGS","V02","dm_I"
"6678",NA,NA,NA,"LEVOBUPIVACAINE","N01BB10","dm_I"
"6679",NA,NA,NA,"MOEXIPRIL AND DIURETICS","C09BA13","dm_I"
"6680",NA,NA,NA,"ISRADIPINE","C02DE13","dm_I"
"6681",NA,NA,NA,"GLUTATHIONE","V03AB32","dm_I"
"6682",NA,NA,NA,"OTHER RESPIRATORY SYSTEM PRODUCTS","R07","dm_I"
"6683",NA,NA,NA,"BENZALKONIUM","R02AA16","dm_I"
"6684",NA,NA,NA,"CHOLINESTERASE","V03AB29","dm_I"
"6685",NA,NA,NA,"LULICONAZOLE","D01AC18","dm_I"
"6686",NA,NA,NA,"TOCOPHEROL (VITAMIN E)","A11HA03","dm_I"
"6687",NA,NA,NA,"TRITOQUALINE","R06AX21","dm_I"
"6688",NA,NA,NA,"CLONIDINE","S01EA04","dm_I"
"6689",NA,NA,NA,"CONVERTING ENZYME BLOCKERS","C02EA","dm_I"
"6690",NA,NA,NA,"OTHER ANXIOLYTICS","N05BX","dm_I"
"6691",NA,NA,NA,"MUMPS VACCINES","J07BE","dm_I"
"6692",NA,NA,NA,"PANCREOZYMIN (CHOLECYSTOKININ)","V04CK02","dm_I"
"6693",NA,NA,NA,"DIPHTHERIA VACCINES","J07AF","dm_I"
"6694",NA,NA,NA,"QUINGESTANOL AND ESTROGEN","G03AA02","dm_I"
"6695",NA,NA,NA,"CLIOQUINOL","D09AA10","dm_I"
"6696",NA,NA,NA,"CLIOQUINOL","S02AA05","dm_I"
"6697",NA,NA,NA,"OTHER CHEMOTHERAPEUTICS","D06BX","dm_I"
"6698",NA,NA,NA,"NUTRIENTS WITHOUT PHENYLALANINE","V06CA","dm_I"
"6699",NA,NA,NA,"MEBHYDROLIN","R06AX15","dm_I"
"6700",NA,NA,NA,"LIDOCAINE","C05AD01","dm_I"
"6701",NA,NA,NA,"DIENOGEST","G03DB08","dm_I"
"6702",NA,NA,NA,"TRICLOFOS","N05CM07","dm_I"
"6703",NA,NA,NA,"BIPHENYLOL","D08AE06","dm_I"
"6704",NA,NA,NA,"PREPARATIONS FOR BILIARY TRACT THERAPY","A05AB","dm_I"
"6705",NA,NA,NA,"MELATONIN RECEPTOR AGONISTS","N05CH","dm_I"
"6706",NA,NA,NA,"ANXIOLYTICS","N05B","dm_I"
"6707",NA,NA,NA,"CHLOROPYRAMINE","D04AA09","dm_I"
"6708",NA,NA,NA,"SELEXIPAG","B01AC27","dm_I"
"6709",NA,NA,NA,"MOTAVIZUMAB","J06BB17","dm_I"
"6710",NA,NA,NA,"TEICOPLANIN","J01KA06","dm_I"
"6711",NA,NA,NA,"TRIFLURIDINE, COMBINATIONS","L01BC59","dm_I"
"6712",NA,NA,NA,"ANTIADRENAL PREPARATIONS","H02C","dm_I"
"6713",NA,NA,NA,"BENZIODARONE, COMBINATIONS","C01DA62","dm_I"
"6714",NA,NA,NA,"AFELIMOMAB","L04AA16","dm_I"
"6715",NA,NA,NA,"METHYCLOTHIAZIDE AND POTASSIUM","C03AB08","dm_I"
"6716",NA,NA,NA,"HYDROCORTISONE BUTYRATE AND ANTISEPTICS","D07BB04","dm_I"
"6717",NA,NA,NA,"HEXOPRENALINE","R03AC06","dm_I"
"6718",NA,NA,NA,"NICOFURANOSE","C10AD03","dm_I"
"6719",NA,NA,NA,"IBOPAMINE","C01CA16","dm_I"
"6720",NA,NA,NA,"OTHER DERMATOLOGICAL PREPARATIONS","D11A","dm_I"
"6721",NA,NA,NA,"ALISKIREN, AMLODIPINE AND HYDROCHLOROTHIAZIDE","C09XA54","dm_I"
"6722",NA,NA,NA,"ELECTROLYTES IN COMBINATION WITH OTHER DRUGS","B05BB04","dm_I"
"6723",NA,NA,NA,"IRON, VITAMIN B<V>12<D> AND FOLIC ACID","B03AE01","dm_I"
"6724",NA,NA,NA,"CYCLOBENZAPRINE","M03BX08","dm_I"
"6725",NA,NA,NA,"IOXILAN","V08AB12","dm_I"
"6726",NA,NA,NA,"XANTINOL NICOTINATE","C04AD02","dm_I"
"6727",NA,NA,NA,"DILTIAZEM","C02DE04","dm_I"
"6728",NA,NA,NA,"SODIUM FLUORIDE (<>18<D>F)","V09IX06","dm_I"
"6729",NA,NA,NA,"NICOMORPHINE","N02AA04","dm_I"
"6730",NA,NA,NA,"MECOBALAMIN","B03BA05","dm_I"
"6731",NA,NA,NA,"ANGIOTENSIN II ANTAGONISTS, PLAIN","C09C","dm_I"
"6732",NA,NA,NA,"BLINATUMOMAB","L01XC19","dm_I"
"6733",NA,NA,NA,"IODOHEPARINATE","S01XA09","dm_I"
"6734",NA,NA,NA,"TYPHUS (EXANTHEMATICUS) VACCINES","J07AR","dm_I"
"6735",NA,NA,NA,"NICOTINAMIDE","A11HA01","dm_I"
"6736",NA,NA,NA,"ANTISPASMODICS, PSYCHOLEPTICS AND ANALGESICS IN COMBINATION","A03EA","dm_I"
"6737",NA,NA,NA,"MEDROXYPROGESTERONE AND ESTROGEN","G03AA08","dm_I"
"6738",NA,NA,NA,"FAT EMULSIONS","B05BA02","dm_I"
"6739",NA,NA,NA,"INSULIN (PORK)","A10AE03","dm_I"
"6740",NA,NA,NA,"BLOOD PLASMA","B05AX03","dm_I"
"6741",NA,NA,NA,"DIGITOXIN","C01AA04","dm_I"
"6742",NA,NA,NA,"ACE INHIBITORS AND CALCIUM CHANNEL BLOCKERS","C09BB","dm_I"
"6743",NA,NA,NA,"PHENPROCOUMON","B01AA04","dm_I"
"6744",NA,NA,NA,"OXAZOLIDINE DERIVATIVES","N03AC","dm_I"
"6745",NA,NA,NA,"ANDROGENS FOR TOPICAL USE","D11AE","dm_I"
"6746",NA,NA,NA,"AMIDES","N01BB","dm_I"
"6747",NA,NA,NA,"PROTECTIVES AGAINST UV-RADIATION","D02B","dm_I"
"6748",NA,NA,NA,"PROFENAMINE","N04AA05","dm_I"
"6749",NA,NA,NA,"TRETINOIN","D10AD01","dm_I"
"6750",NA,NA,NA,"BARBITAL","N05CA04","dm_I"
"6751",NA,NA,NA,"TINIDAZOLE","P01AB02","dm_I"
"6752",NA,NA,NA,"DEXKETOPROFEN","M01AE17","dm_I"
"6753",NA,NA,NA,"LANSOPRAZOLE, AMOXICILLIN AND CLARITHROMYCIN","A02BD07","dm_I"
"6754",NA,NA,NA,"THIOXANTHENE DERIVATIVES","N05AF","dm_I"
"6755",NA,NA,NA,"HYDROCORTISONE","D07XA01","dm_I"
"6756",NA,NA,NA,"FLUDROXYCORTIDE","D07AC07","dm_I"
"6757",NA,NA,NA,"ZINC CHLORIDE","B05XA12","dm_I"
"6758",NA,NA,NA,"OTHER ANTIDEPRESSANTS","N06AZ","dm_I"
"6759",NA,NA,NA,"AZITHROMYCIN","S01AA26","dm_I"
"6760",NA,NA,NA,"OTHER CARDIAC COMBINATION PRODUCTS","C01EX","dm_I"
"6761",NA,NA,NA,"OPIOIDS IN COMBINATION WITH ANTISPASMODICS","N02AG","dm_I"
"6762",NA,NA,NA,"AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","P01C","dm_I"
"6763",NA,NA,NA,"DICHLOROPHEN","P02DX02","dm_I"
"6764",NA,NA,NA,"HYDROXOCOBALAMIN, COMBINATIONS","B03BA53","dm_I"
"6765",NA,NA,NA,"GOLD (<^>198<D>AU) COLLOIDAL","V10AX06","dm_I"
"6766",NA,NA,NA,"TEMOCAPRIL","C09AA14","dm_I"
"6767",NA,NA,NA,"DIPHTERIA-TETANUS","J07AA03","dm_I"
"6768",NA,NA,NA,"PROCAINE","N01BA02","dm_I"
"6769",NA,NA,NA,"ONDANSETRON","A04AD08","dm_I"
"6770",NA,NA,NA,"LEVOFLOXACIN","J01MA12","dm_I"
"6771",NA,NA,NA,"ACETOHEXAMIDE","A10BB31","dm_I"
"6772",NA,NA,NA,"HYDROCODONE","R05DA03","dm_I"
"6773",NA,NA,NA,"NIRIDAZOLE","P02BX02","dm_I"
"6774",NA,NA,NA,"ALPROSTADIL","C01EA01","dm_I"
"6775",NA,NA,NA,"ANTIARRHYTHMICS, CLASS I AND III","C01B","dm_I"
"6776",NA,NA,NA,"ETAFENONE","C01DA23","dm_I"
"6777",NA,NA,NA,"TEMOCILLIN","J01CA17","dm_I"
"6778",NA,NA,NA,"MORBILLI-PAROTITIS EPIDEMICA","J07AA35","dm_I"
"6779",NA,NA,NA,"ETHAMBUTOL AND ISONIAZID","J04AM03","dm_I"
"6780",NA,NA,NA,"BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05","dm_I"
"6781",NA,NA,NA,"OTHER ANTIBACTERIALS","J01XX","dm_I"
"6782",NA,NA,NA,"CORTICOSTEROIDS","S02B","dm_I"
"6783",NA,NA,NA,"LAQUINIMOD","N07XX10","dm_I"
"6784",NA,NA,NA,"GALLOPAMIL","C08DA02","dm_I"
"6785",NA,NA,NA,"OBETICHOLIC ACID","A05AA04","dm_I"
"6786",NA,NA,NA,"MEPYRAMINE","R06AC01","dm_I"
"6787",NA,NA,NA,"FACTOR VIII INHIBITOR BYPASSING ACTIVITY","B02BD03","dm_I"
"6788",NA,NA,NA,"AZELAIC ACID","D10AX03","dm_I"
"6789",NA,NA,NA,"TIEMONIUM IODIDE","A03AB17","dm_I"
"6790",NA,NA,NA,"PHYSOSTIGMINE","V03AB19","dm_I"
"6791",NA,NA,NA,"OXOLINIC ACID","J01MB05","dm_I"
"6792",NA,NA,NA,"VASOPROTECTIVES","C05","dm_I"
"6793",NA,NA,NA,"THROMBOCYTES","B05AX02","dm_I"
"6794",NA,NA,NA,"BENZODODECINIUM","D09AA05","dm_I"
"6795",NA,NA,NA,"GRAMICIDIN","R02AB30","dm_I"
"6796",NA,NA,NA,"SULBENICILLIN","J01CA16","dm_I"
"6797",NA,NA,NA,"BELLADONNA AND DERIVATIVES, PLAIN","A03B","dm_I"
"6798",NA,NA,NA,"COLESTILAN","V03AE06","dm_I"
"6799",NA,NA,NA,"BAZEDOXIFENE","G03XC02","dm_I"
"6800",NA,NA,NA,"MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS","M03C","dm_I"
"6801",NA,NA,NA,"CICLESONIDE","R01AD13","dm_I"
"6802",NA,NA,NA,"BUPIVACAINE","N01BB01","dm_I"
"6803",NA,NA,NA,"BEMEGRIDE","C01CC05","dm_I"
"6804",NA,NA,NA,"CLOMETOCILLIN","J01CE07","dm_I"
"6805",NA,NA,NA,"SILICONES","A02DA01","dm_I"
"6806",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) DISOFENIN","V09DA01","dm_I"
"6807",NA,NA,NA,"CEFPIRAMIDE","J01DD11","dm_I"
"6808",NA,NA,NA,"AMPHOTERICIN","G01AA03","dm_I"
"6809",NA,NA,NA,"PIPERIDOLATE","A03AA30","dm_I"
"6810",NA,NA,NA,"CEFACETRILE","J01DB10","dm_I"
"6811",NA,NA,NA,"IMIDAZOPYRIDINES","N05CG","dm_I"
"6812",NA,NA,NA,"ANTIEMETICS AND ANTINAUSEANTS","A04A","dm_I"
"6813",NA,NA,NA,"LINSIDOMINE","C01DX18","dm_I"
"6814",NA,NA,NA,"FOSFOCREATINE","C01EB06","dm_I"
"6815",NA,NA,NA,"PREDNISOLONE AND ANTISEPTICS","D07BA01","dm_I"
"6816",NA,NA,NA,"MAGNESIUM SULFATE","B05XA05","dm_I"
"6817",NA,NA,NA,"FLUPIRTINE","N02AX04","dm_I"
"6818",NA,NA,NA,"CEFODIZIME","J01DD09","dm_I"
"6819",NA,NA,NA,"CONTACT LAXATIVES IN COMBINATION","A06AB20","dm_I"
"6820",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) SUCCIMER","V09CA02","dm_I"
"6821",NA,NA,NA,"CALCIUM GLYCERYLPHOSPHATE","A12AA08","dm_I"
"6822",NA,NA,NA,"OMBITASVIR, PARITAPREVIR AND RITONAVIR","J05AX67","dm_I"
"6823",NA,NA,NA,"METHYL AMINOLEVULINATE","L01XD03","dm_I"
"6824",NA,NA,NA,"DIBEKACIN","J01KD10","dm_I"
"6825",NA,NA,NA,"PHENGLUTARIMIDE","N04AA09","dm_I"
"6826",NA,NA,NA,"ANTITHYMOCYTE IMMUNOGLOBULIN (RABBIT)","L04AA04","dm_I"
"6827",NA,NA,NA,"ZUCAPSAICIN","M02AB02","dm_I"
"6828",NA,NA,NA,"METHYLPHENIDATE","N06BB01","dm_I"
"6829",NA,NA,NA,"IBUPROFEN","M02AA13","dm_I"
"6830",NA,NA,NA,"CAMAZEPAM","N05BA15","dm_I"
"6831",NA,NA,NA,"ALUMINIUM AGENTS","D08AB","dm_I"
"6832",NA,NA,NA,"TYPHUS EXANTHEMATICUS, INACTIVATED, WHOLE CELL","J07AR01","dm_I"
"6833",NA,NA,NA,"SCOPOLAMINE","S01FA02","dm_I"
"6834",NA,NA,NA,"ANTIDEPRESSANTS","N06A","dm_I"
"6835",NA,NA,NA,"OTILONIUM BROMIDE AND PSYCHOLEPTICS","A03CA04","dm_I"
"6836",NA,NA,NA,"MEQUITAZINE","R06AD07","dm_I"
"6837",NA,NA,NA,"HISTAPYRRODINE","R06AC02","dm_I"
"6838",NA,NA,NA,"75SE-SELENIUM-TAUROSELCHOLIC ACID","V09DXO1","dm_I"
"6839",NA,NA,NA,"DEXTROMORAMIDE","N02AC01","dm_I"
"6840",NA,NA,NA,"DEMECLOCYCLINE","J01AA01","dm_I"
"6841",NA,NA,NA,"BIGUANIDES","A10BA","dm_I"
"6842",NA,NA,NA,"LYMECYCLINE","J01AA04","dm_I"
"6843",NA,NA,NA,"NOMEGESTROL","G03DB04","dm_I"
"6844",NA,NA,NA,"PENTAERITHRITYL TETRANITRATE","C01DA05","dm_I"
"6845",NA,NA,NA,"RILONACEPT","L04AC04","dm_I"
"6846",NA,NA,NA,"TREPIBUTONE","A03AX09","dm_I"
"6847",NA,NA,NA,"ALTIZIDE AND POTASSIUM-SPARING AGENTS","C03EA04","dm_I"
"6848",NA,NA,NA,"DISULFIRAM","N07BB01","dm_I"
"6849",NA,NA,NA,"CAPTODIAME","N05BB02","dm_I"
"6850",NA,NA,NA,"ARTENIMOL","P01BE05","dm_I"
"6851",NA,NA,NA,"ANTIINFECTIVES","S02AA","dm_I"
"6852",NA,NA,NA,"CINCHOCAINE","S02DA04","dm_I"
"6853",NA,NA,NA,"PARICALCITOL","A11CC07","dm_I"
"6854",NA,NA,NA,"NABUMETONE","M01AX01","dm_I"
"6855",NA,NA,NA,"CILAZAPRIL AND DIURETICS","C02LM08","dm_I"
"6856",NA,NA,NA,"CINNARIZINE, COMBINATIONS","N07CA52","dm_I"
"6857",NA,NA,NA,"DINUTUXIMAB","L01XC16","dm_I"
"6858",NA,NA,NA,"VANDETANIB","L01XE12","dm_I"
"6859",NA,NA,NA,"FLUDROCORTISONE AND ANTIINFECTIVES","S03CA05","dm_I"
"6860",NA,NA,NA,"CHLOROBUTANOL","A04AD04","dm_I"
"6861",NA,NA,NA,"TECHNETIUM (TC<^>99M<D>) ARCITUMOMAB","V09IA06","dm_I"
"6862",NA,NA,NA,"REPROTEROL AND OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03AK05","dm_I"
"6863",NA,NA,NA,"VALETHAMATE","A03AX14","dm_I"
"6864",NA,NA,NA,"BENPROPERINE","R05DB02","dm_I"
"6865",NA,NA,NA,"CARBAZOCHROME","B02BX02","dm_I"
"6866",NA,NA,NA,"ALDOSE REDUCTASE INHIBITORS","A10XA","dm_I"
"6867",NA,NA,NA,"PHENYLEPHRINE","R01AA04","dm_I"
"6868",NA,NA,NA,"DROSPIRENONE AND ESTROGEN","G03AA12","dm_I"
"6869",NA,NA,NA,"GLIBORNURIDE","A10BB04","dm_I"
"6870",NA,NA,NA,"RETINOL","D10AD02","dm_I"
"6871",NA,NA,NA,"FLUDROCORTISONE AND ANTIINFECTIVES","S02CA07","dm_I"
"6872",NA,NA,NA,"NECITUMUMAB","L01XC22","dm_I"
"6873",NA,NA,NA,"DYSPROSIUM (<^>165<D>DY) COLLOID","V10AX03","dm_I"
"6874",NA,NA,NA,"BIBENZONIUM BROMIDE","R05DB12","dm_I"
"6875",NA,NA,NA,"FENOTEROL","R03AC04","dm_I"
"6876",NA,NA,NA,"PHANQUINONE","P01AX04","dm_I"
"6877",NA,NA,NA,"NON-SELECTIVE CALCIUM CHANNEL BLOCKERS","C08E","dm_I"
"6878",NA,NA,NA,"SIPULEUCEL-T","L03AX17","dm_I"
"6879",NA,NA,NA,"MERCURY COMPOUNDS","S01AX01","dm_I"
"6880",NA,NA,NA,"GADOVERSETAMIDE","V08CA06","dm_I"
"6881",NA,NA,NA,"ALPHA GLUCOSIDASE INHIBITORS","A10BF","dm_I"
"6882",NA,NA,NA,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","M01A","dm_I"
"6883",NA,NA,NA,"MEGESTROL AND ESTROGEN","G03AA04","dm_I"
"6884",NA,NA,NA,"LYNESTRENOL AND ESTROGEN","G03FA07","dm_I"
"6885",NA,NA,NA,"TIPEPIDINE","R05DX03","dm_I"
"6886",NA,NA,NA,"BENZONATATE","R05DB01","dm_I"
"6887",NA,NA,NA,"ANTIVIRALS","D06BB","dm_I"
"6888",NA,NA,NA,"ALUMINIUM CHLORIDE","D10AX01","dm_I"
"6889",NA,NA,NA,"VITAMIN B-COMPLEX WITH MINERALS","A11EC","dm_I"
"6890",NA,NA,NA,"PLASTIC IUD","G02BA01","dm_I"
"6891",NA,NA,NA,"URAPIDIL","C02AC03","dm_I"
"6892",NA,NA,NA,"METHYLSCOPOLAMINE AND PSYCHOLEPTICS","A03CB01","dm_I"
"6893",NA,NA,NA,"TRIOXYSALEN, TOPICAL","D05AD01","dm_I"
"6894",NA,NA,NA,"BARNIPIDINE","C08CA12","dm_I"
"6895",NA,NA,NA,"LIPEGFILGRASTIM","L03AA14","dm_I"
"6896",NA,NA,NA,"CEFPROZIL","J01DA41","dm_I"
"6897",NA,NA,NA,"DIRECT ACTING ANTIVIRALS","J05A","dm_I"
"6898",NA,NA,NA,"DIURETICS","C03","dm_I"
"6899",NA,NA,NA,"SITAFLOXACIN","J01MA21","dm_I"
"6900",NA,NA,NA,"SPIRAPRIL","C09AA11","dm_I"
"6901",NA,NA,NA,"ANETHOLE TRITHIONE","A16AX02","dm_I"
"6902",NA,NA,NA,"DIAMORPHINE","N02AA09","dm_I"
"6903",NA,NA,NA,"MEPIVACAINE","N01BB03","dm_I"
"6904",NA,NA,NA,"MOPERONE","N05AD04","dm_I"
"6905",NA,NA,NA,"DROXYPROPINE","R05DB17","dm_I"
"6906",NA,NA,NA,"CAMOSTAT","B02AB04","dm_I"
"6907",NA,NA,NA,"NINTEDANIB","L01XE31","dm_I"
"6908",NA,NA,NA,"POLY I:C","J05BB01","dm_I"
"6909",NA,NA,NA,"PHENOTHIAZINE WITH PIPERAZINE STRUCTURE","N05AB","dm_I"
"6910",NA,NA,NA,"THONZYLAMINE","R06AC06","dm_I"
"6911",NA,NA,NA,"MERCAPTAMINE","A16AA04","dm_I"
"6912",NA,NA,NA,"PETHIDINE AND ANTISPASMODICS","N02AG03","dm_I"
"6913",NA,NA,NA,"FERRIC (<^>59<D>FE) CITRATE","V09XX04","dm_I"
"6914",NA,NA,NA,"COMBINATIONS","R05CB10","dm_I"
"6915",NA,NA,NA,"ETOFIBRATE","C10AB09","dm_I"
"6916",NA,NA,NA,"GENERAL ANTIINFECTIVES FOR SYSTEMIC USE","J00","dm_I"
"6917",NA,NA,NA,"GUACETISAL","N02BA14","dm_I"
"6918",NA,NA,NA,"CHYMOPAPAIN","M09AB01","dm_I"
"6919",NA,NA,NA,"REGORAFENIB","L01XE21","dm_I"
